Question,Answer
"A newly opened pizza shop is trying to estimate their ingredient needs for the next month. They anticipate sales to increase by 15% each week. If they used 200 pounds of cheese in the first week, about how much cheese will they need in the fourth week to keep up with the demand?","In the first week, the pizza shop used 200 pounds of cheese.
In the second week, they will need 15% more cheese than the first week: 200 * 1.15 = <<200*1.15=230>>230 pounds.
In the third week, they will need 15% more cheese than the second week: 230 * 1.15 = <<230*1.15=264.5>>265 pounds (rounded to the nearest whole number).
In the fourth week, they will need 15% more cheese than the third week: 265 * 1.15 = <<265*1.15=304.75>>305 pounds (rounded to the nearest whole number).
#### 305"
"A small business has 5 employees and each employee can produce 12 widgets per hour. The business expects to grow and hire more employees over the next few years. Next year, they plan to have 3 times as many employees as they do now. The following year, they will add 10 more employees. Assuming each employee continues to produce widgets at the same rate, how many widgets will the company be able to produce in one hour two years from now?","Currently, the company has 5 employees, each producing 12 widgets per hour. So the total production is 5*12 = <<5*12=60>>60 widgets per hour.
Next year, the company will have 3 times as many employees, which is 5*3 = <<5*3=15>>15 employees.
With 15 employees producing 12 widgets each, the total production will be 15*12 = <<15*12=180>>180 widgets per hour.
The following year, they will add 10 more employees, so the total number of employees will be 15+10 = <<15+10=25>>25.
With 25 employees producing 12 widgets each, the total hourly production two years from now will be 25*12 = <<25*12=300>>300 widgets.
#### 300"
"A young investor opened a savings account with $1,000 and plans to deposit $200 at the end of each month. The account earns 6% annual interest, compounded monthly. How much money will be in the account after 3 years?","First, convert the annual interest rate to a monthly rate: 6% / 12 months = <<6/12=0.5>>0.5% per month
The account starts with $1,000 and earns 0.5% interest each month: 1000 * (1 + 0.005) = <<1000*1.005=1005>>$1,005 after the first month
Each month, $200 is added, and the new total earns 0.5% interest:
Month 2: (1005 + 200) * 1.005 = <<(1005+200)*1.005=1210.03>>$1,210.03
Month 3: (1210.03 + 200) * 1.005 = <<(1210.03+200)*1.005=1420.08>>$1,420.08
This continues for 36 months (3 years).
Using the compound interest formula: A = P(1+r/n)^(nt), where A is the final amount, P is the initial principal, r is the annual interest rate, n is the number of times interest is compounded per year, and t is the number of years.
A = 1000(1+0.06/12)^(12*3) + 200 * ((1+0.06/12)^(12*3) - 1) / (0.06/12) = <<1000*(1+0.06/12)**(12*3) + 200 * ((1+0.06/12)**(12*3)-1)/(0.06/12)=10777.76>>$10,777.76
Rounded to the nearest whole number, the account will contain $10,778 after 3 years.
#### 10778"
"A company is producing widgets and wants to increase their daily production. Currently, they make 500 widgets per day. They plan to increase production by 15% each month for the next 4 months. Assuming a month has 20 working days, how many widgets will they be producing per day after the 4 months of growth?","The company currently makes 500 widgets per day.
After the first month, they will make 500*1.15=<<500*1.15=575>>575 widgets per day.
After the second month, they will make 575*1.15=<<575*1.15=661.25>>661 widgets per day.
After the third month, they will make 661*1.15=<<661*1.15=760.15>>760 widgets per day.
After the fourth month, they will make 760*1.15=<<760*1.15=874>>874 widgets per day.
#### 874"
"A gaming company is developing a new mobile game. They start with a core team of 5 developers. Each month, they plan to hire 3 new developers to accelerate the game's progress. The productivity of each developer is measured by the number of features they can implement per month. On average, a developer can implement 4 features per month. How many features will be implemented after 6 months of development?","In the first month, there are 5 developers, so the number of features implemented is 5 * 4 = <<5*4=20>>20.
In the second month, there are 5 + 3 = <<5+3=8>>8 developers, so the number of features implemented is 8 * 4 = <<8*4=32>>32.
In the third month, there are 8 + 3 = <<8+3=11>>11 developers, so the number of features implemented is 11 * 4 = <<11*4=44>>44.
In the fourth month, there are 11 + 3 = <<11+3=14>>14 developers, so the number of features implemented is 14 * 4 = <<14*4=56>>56.
In the fifth month, there are 14 + 3 = <<14+3=17>>17 developers, so the number of features implemented is 17 * 4 = <<17*4=68>>68.
In the sixth month, there are 17 + 3 = <<17+3=20>>20 developers, so the number of features implemented is 20 * 4 = <<20*4=80>>80.
The total number of features implemented after 6 months is 20 + 32 + 44 + 56 + 68 + 80 = <<20+32+44+56+68+80=300>>300.
#### 300"
"A plant in Susie's garden is currently 4 inches tall. This type of plant grows at a rate of 150% each week. Assuming this growth rate remains constant, how tall will Susie's plant be after 3 weeks?","After 1 week, the plant will be 150% of its original height. 
To calculate this, multiply the original height by 1.5.
4 inches * 1.5 = <<4*1.5=6>>6 inches after 1 week.
After 2 weeks, the plant will again grow by 150% of its height at the start of the week.
6 inches * 1.5 = <<6*1.5=9>>9 inches after 2 weeks.
After 3 weeks, the plant will once more grow by 150%.
9 inches * 1.5 = <<9*1.5=13.5>>14 inches after 3 weeks (rounding to the nearest inch).
#### 14"
"A tiny alien civilization is expanding its population rapidly. On day 1, there were only 5 aliens. Each day, the number of aliens triples. How many aliens will there be after 6 days of growth?","On day 1 there are 5 aliens.
On day 2, the number triples to 5*3=<<5*3=15>>15 aliens.
On day 3, the number triples again to 15*3=<<15*3=45>>45 aliens.
On day 4, the number triples to 45*3=<<45*3=135>>135 aliens.
On day 5, the number triples to 135*3=<<135*3=405>>405 aliens.
Finally, on day 6 the number triples to 405*3=<<405*3=1215>>1215 aliens.
#### 1215"
A bakery sells 120 cupcakes on Monday. The owner notices that sales increase by 15% each day. How many cupcakes will the bakery sell on Friday of the same week?,"Monday's sales: 120 cupcakes
To calculate the daily increase: 120 * 0.15 = <<120*0.15=18>>18 cupcakes
Tuesday's sales: 120 + 18 = <<120+18=138>>138 cupcakes 
Wednesday's sales: 138 + (138 * 0.15) = 138 + <<138*0.15=20.7>>20.7 = <<138+20.7=158.7>>158.7, rounded to 159 cupcakes
Thursday's sales: 159 + (159 * 0.15) = 159 + <<159*0.15=23.85>>23.85 = <<159+23.85=182.85>>182.85, rounded to 183 cupcakes
Friday's sales: 183 + (183 * 0.15) = 183 + <<183*0.15=27.45>>27.45 = <<183+27.45=210.45>>210.45, rounded to 210 cupcakes
#### 210"
"A small business owner starts the year with 10 employees. She plans to expand her business by increasing her staff by 20% each year for the next 3 years. After 3 years, how many employees will she have?","Starting with 10 employees, a 20% increase means she'll add 10*0.2=<<10*0.2=2>>2 employees in the first year.
So after one year, she'll have 10+2=<<10+2=12>>12 employees.
In the second year, she'll add another 20%, which is 12*0.2=<<12*0.2=2.4>>2 (rounded down) employees.
So after two years, she'll have 12+2=<<12+2=14>>14 employees.
In the third year, adding 20% means 14*0.2=<<14*0.2=2.8>>3 (rounded up) more employees.
So after expanding for 3 years, she'll have a total of 14+3=<<14+3=17>>17 employees.
#### 17"
"A small business has a starting capital of $10,000. The owner expects the business to grow at a rate of 20% per year for the next 5 years. Assuming the growth rate remains consistent, what will be the value of the business after 5 years?","Starting with $10,000, after the first year the business will be worth $10,000 * 1.20 = <<10000*1.20=12000>>$12,000.
After the second year, the business will be worth $12,000 * 1.20 = <<12000*1.20=14400>>$14,400.
After the third year, the business will be worth $14,400 * 1.20 = <<14400*1.20=17280>>$17,280.
After the fourth year, the business will be worth $17,280 * 1.20 = <<17280*1.20=20736>>$20,736.
After the fifth year, the business will be worth $20,736 * 1.20 = <<20736*1.20=24883.2>>$24,883.
#### 24883"
"A company is designing a new logo and wants to create a digital image made up of various colored pixels. They start with a 3x3 grid of pixels, and each day they double the length and width of the grid. How many total pixels will be in the logo after 5 days of expansion?","On day 1, the grid is 3x3, which is 3*3=<<3*3=9>>9 pixels.
On day 2, the length and width are doubled, so it's 6x6, or 6*6=<<6*6=36>>36 pixels.
On day 3, the length and width are doubled again, so it's 12x12, or 12*12=<<12*12=144>>144 pixels.
On day 4, the length and width are doubled once more, so it's 24x24, or 24*24=<<24*24=576>>576 pixels.
On day 5, the final day, the length and width are doubled a final time, so it's 48x48, or 48*48=<<48*48=2304>>2304 pixels.
#### 2304"
"A bacteria culture starts with 1000 cells and doubles in population every 30 minutes. After 2 hours, a researcher applies an experimental antibiotic treatment that reduces the population to 1/4 of its size. The culture then continues growing at its original rate for another 3 hours before the researcher measures the final population size. How many bacterial cells would the researcher find in the final population?","The culture doubles every 30 minutes, which means it quadruples every hour.
After 1 hour, there would be 1000 * 4 = <<1000*4=4000>>4000 cells.
After 2 hours, there would be 4000 * 4 = <<4000*4=16000>>16000 cells.
The antibiotic treatment reduces this to 1/4 of 16000, which is 16000/4 = <<16000/4=4000>>4000 cells.
The population then triples (quadruples, minus the original amount) every hour for 3 more hours:
After 1 more hour, 4000 + (3 * 4000) = <<4000+(3*4000)=16000>>16000 cells.
After 2 more hours, 16000 + (3 * 16000) = <<16000+(3*16000)=64000>>64000 cells.
After 3 more hours, 64000 + (3 * 64000) = <<64000+(3*64000)=256000>>256000 cells.
The researcher would find 256000 bacterial cells in the final population.
#### 256000"
"A bakery has a special bread recipe that involves letting the dough rise for 2 hours before baking. The volume of the dough doubles every 30 minutes during this rising period. If the baker starts with 4 cups of dough, what will be the volume of the dough after the 2-hour rising period?","In the first 30 minutes, the volume doubles from 4 cups to 4*2=<<4*2=8>>8 cups.
In the next 30 minutes (1 hour total), the volume doubles again from 8 cups to 8*2=<<8*2=16>>16 cups.
After another 30 minutes (1.5 hours total), the volume doubles from 16 cups to 16*2=<<16*2=32>>32 cups.
In the final 30 minutes (2 hours total), the volume doubles one last time from 32 cups to 32*2=<<32*2=64>>64 cups.
#### 64"
"A small business is experiencing steady growth in its customer base. In the first year, they acquire 50 new customers. Each subsequent year, they gain 20% more customers than the previous year. How many total new customers will the business have acquired after 5 years of growth at this rate?","In the first year, the business acquires 50 new customers.
In the second year, they gain 20% more than 50, which is 50*1.2=<<50*1.2=60>>60 new customers.
In the third year, they gain 20% more than 60, which is 60*1.2=<<60*1.2=72>>72 new customers.
In the fourth year, they gain 20% more than 72, which is 72*1.2=<<72*1.2=86.4>>86 new customers (rounded to the nearest whole number).
In the fifth year, they gain 20% more than 86, which is 86*1.2=<<86*1.2=103.2>>103 new customers (rounded to the nearest whole number).
The total new customers over the 5 years is 50+60+72+86+103=<<50+60+72+86+103=371>>371.
#### 371"
