Question,Answer
"A recipe requires 3/4 cup of sugar and makes 2 dozen cookies. If Olivia wants to make 6 dozen cookies for a bake sale, how many cups of sugar will she need?","The original recipe makes 2 dozen cookies and uses 3/4 cup of sugar.
To determine how many cups of sugar Olivia needs for 6 dozen cookies, we first calculate how many batches of the original recipe she needs to make.
6 dozen cookies / 2 dozen cookies per batch = <<6/2=3>>3 batches
Since each batch requires 3/4 cup of sugar, we multiply the number of batches by the amount of sugar per batch.
3 batches * 3/4 cup of sugar per batch = <<3*0.75=2.25>>2.25 cups of sugar
Rounding to the nearest whole number, Olivia will need 2 cups of sugar to make 6 dozen cookies.
#### 2"
"Maggie is saving money to buy a new laptop that costs $840. She already has $220 saved up, and plans to save $50 each week from her part-time job. If she sticks to her savings plan, how many weeks will it take Maggie to save enough money to buy the laptop?","The laptop costs $840 and Maggie already has $220 saved.
The remaining amount she needs to save is $840 - $220 = $<<840-220=620>>620.
If Maggie saves $50 per week, it will take her $620 / $50 per week = <<620/50=12.4>>12 weeks to save the remaining amount.
Rounding down, it will take Maggie 12 weeks to save enough money to buy the laptop if she sticks to her savings plan.
#### 12"
"A factory produces 150 smartphones per day. Each smartphone requires 2 computer chips, 1 battery, and 4 other electronic components. If the factory has 3000 computer chips, 2000 batteries, and 7500 other electronic components in stock, what is the maximum number of days the factory can operate at full capacity before running out of any component?","To produce 1 smartphone, the factory needs:
- 2 computer chips
- 1 battery 
- 4 other electronic components

The factory has:
- 3000 computer chips, enough for 3000 / 2 = <<3000/2=1500>>1500 smartphones
- 2000 batteries, enough for 2000 / 1 = <<2000/1=2000>>2000 smartphones  
- 7500 other components, enough for 7500 / 4 = <<7500/4=1875>>1875 smartphones

The limiting factor is the computer chips, which will only allow production of 1500 smartphones.

At a production rate of 150 smartphones per day, the factory can operate for 1500 / 150 = <<1500/150=10>>10 days before running out of computer chips.
#### 10"
"A package of crackers contains 24 crackers, and each serving size is 6 crackers. The nutritional information states that each serving contains 140 calories. If Emily eats 3 packages of crackers over the course of 5 days, what is the average number of calories she consumes from the crackers per day?","There are 24 crackers in each package, and the serving size is 6 crackers. This means there are 24 / 6 = <<24/6=4>>4 servings per package.
Each serving contains 140 calories, so each package contains 4 * 140 = <<4*140=560>>560 calories.
Emily eats 3 packages over 5 days, so she consumes 3 * 560 = <<3*560=1680>>1680 calories from crackers in total.
To find the average calories consumed per day, we divide the total calories by the number of days: 1680 / 5 = <<1680/5=336>>336 calories per day.
#### 336"
"A large soda bottle contains 2 liters of soda. Mira wants to completely fill up 9 glasses with the soda. If each glass has a capacity of 350 milliliters, how many milliliters of soda will be left in the bottle after filling all the glasses?","The soda bottle has a capacity of 2 liters, which is equal to 2 * 1000 = <<2*1000=2000>>2000 milliliters.
Mira wants to fill 9 glasses, each with a 350 ml capacity. The total amount of soda needed for the glasses is 9 * 350 ml = <<9*350=3150>>3150 ml.
The amount of soda left in the bottle after filling the glasses is 2000 ml - 3150 ml = <<2000-3150=-1150>>-1150 ml.
However, this is not possible since the bottle only contains 2000 ml. Mira will run out of soda after filling 2000 ml / 350 ml per glass = <<2000/350=5.71428571428571>>6 glasses (rounded up).
There will be 0 ml of soda left in the bottle.
#### 0"
"Ava wants to make her famous chocolate chip cookies for a bake sale. Her recipe makes 36 cookies and requires 2 cups of chocolate chips. She has 8 cups of chocolate chips and wants to use them all. She sells each cookie for 50 cents. If she manages to sell all the cookies, how much money will she make?","Ava's recipe makes 36 cookies and uses 2 cups of chocolate chips. To determine how many batches she can make with 8 cups, we calculate 8 cups / 2 cups per batch = <<8/2=4>>4 batches.
With 4 batches, Ava will make 4 * 36 cookies per batch = <<4*36=144>>144 cookies.
If Ava sells each cookie for 50 cents, and all the cookies are sold, she will make 144 cookies * $0.50 per cookie = $<<144*0.5=72>>72.
#### 72"
"A factory produces 1200 smartphones in 5 days. If each smartphone requires 2 hours of assembly time and the factory operates for 10 hours per day, how many additional workers should be hired to double the production in the same timeframe?","In 5 days, the factory produces 1200 smartphones, so the daily production is 1200 / 5 = <<1200/5=240>>240 smartphones per day.
Each smartphone takes 2 hours to assemble, so the total assembly time per day is 240 * 2 = <<240*2=480>>480 hours.
The factory operates for 10 hours per day, so the number of workers currently employed is 480 / 10 = <<480/10=48>>48 workers.
To double the production, the total assembly time per day needs to be 480 * 2 = <<480*2=960>>960 hours.
To achieve this in the same 10 hours per day, the factory needs 960 / 10 = <<960/10=96>>96 workers.
Therefore, the factory should hire an additional 96 - 48 = <<96-48=48>>48 workers.
#### 48"
"A recipe calls for 2 cups of sugar and makes 24 cookies. If Samantha only has 1.5 cups of sugar, how many cookies can she make using this recipe?","The original recipe uses 2 cups of sugar to make 24 cookies. This means that for every cup of sugar, the recipe makes 24 / 2 = <<24/2=12>>12 cookies.
Samantha has 1.5 cups of sugar. To find out how many cookies she can make, we multiply the number of cookies per cup by the number of cups she has:
12 cookies/cup * 1.5 cups = <<12*1.5=18>>18 cookies
#### 18"
"Ethan's family is driving from Los Angeles to San Francisco for vacation. The distance between the two cities is 383 miles. If his family's car gets 32 miles per gallon and the average price of gas is $4.50 per gallon, how much will Ethan's family spend on gas to get from Los Angeles to San Francisco?","The distance between Los Angeles and San Francisco is 383 miles.
Ethan's family car gets 32 miles per gallon, so we can calculate the number of gallons needed:
383 miles / 32 miles per gallon = <<383/32=11.96875>>11.97 gallons
We round up to 12 gallons to account for the whole number of gallons they will need to purchase.
The average price of gas is $4.50 per gallon.
The total cost will be 12 gallons * $4.50 per gallon = $<<12*4.5=54>>54.
#### 54"
"A baker is preparing a large order of cookies for a wedding. The bride and groom requested 18 dozen cookies. If the baker can make 3 dozen cookies in 1 hour, how many hours will it take to make all of the cookies? Assume the baker works at a constant rate.","The bride and groom requested 18 dozen cookies. We can convert dozens to individual cookies by multiplying.
18 dozen * 12 cookies/dozen = <<18*12=216>>216 cookies
The baker can make 3 dozen cookies per hour. We can convert this to individual cookies as well.
3 dozen/hour * 12 cookies/dozen = <<3*12=36>>36 cookies/hour
To calculate the time needed, we divide the total number of cookies by the cookies made per hour.
216 cookies / (36 cookies/hour) = <<216/36=6>>6 hours
#### 6"
"A construction crew is hired to pave a new road that is 12 miles long. They can pave 1/4 mile per day. If the crew works 6 days a week, how many weeks will it take to complete the project?","The crew can pave 1/4 mile per day.
In a 6-day work week, they can pave 6 * 1/4 = <<6*0.25=1.5>>1.5 miles.
To determine the number of weeks to complete 12 miles:
12 miles / (1.5 miles/week) = <<12/1.5=8>>8 weeks
It will take the crew 8 weeks to pave the 12-mile road.
#### 8"
"A hardware store receives a shipment of screws in boxes. There are 144 screws in each box, and the shipment consists of 12 boxes. If each screw weighs 5 grams, what is the total weight of the shipment in kilograms?","The shipment consists of 12 boxes with 144 screws in each box.
The total number of screws is 12 * 144 = <<12*144=1728>>1728 screws.
Each screw weighs 5 grams, so the total weight of the screws is 1728 * 5 = <<1728*5=8640>>8640 grams.
To convert grams to kilograms, we divide by 1000 since there are 1000 grams in 1 kilogram.
8640 grams / 1000 = <<8640/1000=8.64>>8.64 kilograms, which rounds to <<round(8.64,0)=9>>9 kilograms.
#### 9"
"A store is having a sale where the price of every item is reduced by 15%. Harper buys a dress originally priced at $80, a pair of shoes originally priced at $120, and a handbag originally priced at $50. If sales tax is an additional 8%, what is the total cost of Harper's purchase?","The dress is originally $80. After the 15% discount, the price is $80 * (1 - 0.15) = $80 * 0.85 = $<<80*0.85=68>>68.
The shoes are originally $120. After the 15% discount, the price is $120 * (1 - 0.15) = $120 * 0.85 = $<<120*0.85=102>>102. 
The handbag is originally $50. After the 15% discount, the price is $50 * (1 - 0.15) = $50 * 0.85 = $<<50*0.85=42.5>>42.50.
The total cost before tax is $68 + $102 + $42.50 = $<<68+102+42.50=212.50>>212.50.
The sales tax is 8%, so the tax amount is $212.50 * 0.08 = $<<212.50*0.08=17>>17.
The total cost including tax is $212.50 + $17 = $<<212.50+17=229.50>>229.50.
Rounding to the nearest whole number, the total cost of Harper's purchase is $<<round(229.50)=230>>230.
#### 230"
"A factory produces 480 smartphones in 8 hours. If the factory increases production by 25%, how many additional hours will it take to produce a total of 3000 smartphones?","Original production rate is 480 phones / 8 hours = <<480/8=60>>60 phones per hour.
Increasing production by 25% means the new rate is 60 * 1.25 = <<60*1.25=75>>75 phones per hour.
To produce 3000 phones at the new rate of 75 phones per hour, it will take 3000 / 75 = <<3000/75=40>>40 hours.
The original 3000 / 60 = <<3000/60=50>>50 hours needed at the old rate.
The additional time needed is 50 - 40 = <<50-40=10>>10 hours.
#### 10"
A store is having a sale where everything is 25% off the original price. Lydia purchases a dress for $60 and a pair of shoes for $45 during the sale. How much money did Lydia save by shopping during the sale compared to the original prices?,"The dress was originally priced at $60 / 0.75 = $<<60/0.75=80>>80.
The shoes were originally priced at $45 / 0.75 = $<<45/0.75=60>>60.
Without the sale, the total cost would have been $80 + $60 = $<<80+60=140>>140.
With the sale, Lydia paid $60 + $45 = $<<60+45=105>>105.
The amount Lydia saved is $140 - $105 = $<<140-105=35>>35.
#### 35"
"A local charity is organizing a fundraising event where participants will be walking laps around a track. The track is 400 meters long. If the goal is to have participants walk a total of 10 kilometers, how many laps will each participant need to complete? (1 kilometer = 1000 meters)","To calculate the number of laps needed, we first need to convert 10 kilometers to meters.
10 km * 1000 m/km = <<10*1000=10000>>10000 meters
Now, we can calculate the number of laps by dividing the total distance by the length of the track.
10000 meters / 400 meters per lap = <<10000/400=25>>25 laps
Therefore, each participant will need to complete 25 laps to walk a total of 10 kilometers.
#### 25"
"A school cafeteria has 2250 ounces of juice to serve during lunch. If each juice box contains 4.5 ounces, how many students can receive a juice box? If there are 75 students in each grade from 1st to 6th grade, which grades will not receive juice?","To find the number of students who can receive a juice box, divide the total ounces by the ounces per box:
2250 ounces / 4.5 ounces per box = <<2250/4.5=500>>500 students can receive a juice box.

There are 6 grades with 75 students each, so the total number of students is:
6 * 75 = <<6*75=450>>450 students in 1st through 6th grade.

Since 500 students can receive juice but there are only 450 students, all students will receive juice and there will be extra.

500 students can get juice - 450 total students = <<500-450=50>>50 extra juice boxes.
#### All grades will receive juice, with 50 extras."
