Question,Answer
A plane flies at a speed of 500 miles per hour for 3 hours. It then encounters strong headwinds and slows down to 400 miles per hour for the next 2 hours. How much farther would the plane have flown in those 2 hours if the wind had not slowed it down?,"In the first 3 hours, the plane flew 500 miles per hour * 3 hours = <<500*3=1500>>1500 miles.
At the slower speed of 400 miles per hour, the plane flew 400 miles per hour * 2 hours = <<400*2=800>>800 miles in the last 2 hours.
If the plane had maintained its original speed of 500 miles per hour, it would have flown 500 miles per hour * 2 hours = <<500*2=1000>>1000 miles in those 2 hours.
So, due to the strong headwinds, the plane flew 1000 miles - 800 miles = <<1000-800=200>>200 miles less in the last 2 hours.
#### 200"
"Sally is training for a marathon. She runs at a speed of 6 miles per hour for the first 45 minutes. Then she slows down to 5 miles per hour for the next hour. Finally, she picks up the pace to 7 miles per hour for the last 30 minutes of her run. How many miles did Sally run in total?","In the first 45 minutes (0.75 hours), Sally ran at 6 miles per hour, covering 6 * 0.75 = <<6*0.75=4.5>>4.5 miles.
In the next hour, she ran at 5 miles per hour, covering 5 * 1 = <<5*1=5>>5 miles. 
In the last 30 minutes (0.5 hours), she ran at 7 miles per hour, covering 7 * 0.5 = <<7*0.5=3.5>>3.5 miles.
In total, Sally ran 4.5 + 5 + 3.5 = <<4.5+5+3.5=13>>13 miles.
#### 13"
"A toy car travels at a speed of 5 feet per second. It takes 12 seconds to go down a ramp, then another 18 seconds to complete a loop. If the car repeats this process 5 times, how many feet will it have traveled in total?","Going down the ramp once, the car travels 5 feet per second * 12 seconds = <<5*12=60>>60 feet.  
Completing the loop once, it travels 5 feet per second * 18 seconds = <<5*18=90>>90 feet.
So for the ramp and loop together, it travels 60 + 90 = <<60+90=150>>150 feet.
Repeating the process 5 times, the total distance is 150 feet * 5 = <<150*5=750>>750 feet.
#### 750"
"A hamster wheel rotates at a rate of 2 revolutions per second. If the wheel has a circumference of 18 inches, how many feet will the hamster run in 3 minutes of continuous running on the wheel?","The hamster wheel makes 2 revolutions per second, which is 2 * 60 = <<2*60=120>>120 revolutions per minute.
In 3 minutes, the wheel will make 120 * 3 = <<120*3=360>>360 revolutions.
Each revolution covers a distance equal to the wheel's circumference of 18 inches, which is 18 / 12 = <<18/12=1.5>>1.5 feet.
So, in 3 minutes, the hamster will run 360 * 1.5 = <<360*1.5=540>>540 feet.
#### 540"
"A family is on a road trip. They travel at an average speed of 45 miles per hour for the first 2 hours. After a 30-minute rest stop, they continue their journey at an average speed of 50 miles per hour for the next 3 hours. How much distance, in miles, did the family cover in total during their trip?","In the first 2 hours, the family traveled at 45 miles per hour, covering a distance of 45 * 2 = <<45*2=90>>90 miles.
After the rest stop, they traveled at 50 miles per hour for 3 hours, covering a distance of 50 * 3 = <<50*3=150>>150 miles.
The total distance covered during the trip is 90 + 150 = <<90+150=240>>240 miles.
#### 240"
"A plane flies at an average speed of 500 miles per hour. It takes off from New York and flies for 2 hours to Chicago. It then spends 30 minutes refueling before flying to Denver, which takes another 3 hours. How many miles has the plane flown in total?","The plane flies from New York to Chicago in 2 hours at 500 miles per hour, so it travels 2 * 500 = <<2*500=1000>>1000 miles.
It then flies from Chicago to Denver in 3 hours at 500 miles per hour, so it travels an additional 3 * 500 = <<3*500=1500>>1500 miles.
In total, the plane has flown 1000 + 1500 = <<1000+1500=2500>>2500 miles.
#### 2500"
"A printing press takes 10 minutes to set up a job, and then prints at a rate of 500 pages every 3 minutes. How many pages can the press print in 2 hours and 20 minutes?","We know that setting up the job takes 10 minutes.
That leaves 2 hours and 20 minutes - 10 minutes = 2 hours and 10 minutes = <<2*60+10=130>>130 minutes for printing.
The press prints 500 pages every 3 minutes, so in 1 minute it prints 500/3 = <<round(500/3)=167>>167 pages (rounded to the nearest whole number).
In 130 minutes, the press can print 130 * 167 = <<130*167=21710>>21710 pages.
#### 21710"
"A factory produces 120 widgets per hour. After some upgrades, the factory can produce 150 widgets per hour. If the factory runs for 8 hours per day at the original rate, and 6 hours per day at the increased rate, how many more widgets will the factory produce in a 5-day work week at the increased rate compared to the original rate?","At the original rate, the factory produces 120 * 8 = <<120*8=960>>960 widgets per day.
Over a 5-day work week at the original rate, it would produce 960 * 5 = <<960*5=4800>>4800 widgets.
At the increased rate, the factory produces 150 * 6 = <<150*6=900>>900 widgets per day.
Over a 5-day work week at the increased rate, it would produce 900 * 5 = <<900*5=4500>>4500 widgets.
The difference in production over the 5-day work week is 4800 - 4500 = <<4800-4500=300>>300 widgets.
#### 300"
"A printer can print 10 pages per minute. It takes 3 minutes to load the paper and 2 minutes to configure the settings. If the printer needs to print a 200-page document, how many minutes in total will it take to print the entire document?","It takes 200 pages / 10 pages per minute = <<200/10=20>>20 minutes to print the document.
In addition, it takes 3 minutes to load the paper and 2 minutes to configure the settings.
So, the total time is 20 + 3 + 2 = <<20+3+2=25>>25 minutes to print the entire 200-page document.
#### 25"
"A family is driving to their vacation cabin. They leave their house at 9 am and drive at an average speed of 55 miles per hour for 3 hours before stopping for lunch. After a 45 minute lunch break, they get back on the road and drive for another 2 hours at an average speed of 60 miles per hour. How many total miles did the family drive to reach their cabin?","In the first 3 hours, the family drove 55 miles per hour * 3 hours = <<55*3=165>>165 miles.
In the last 2 hours, the family drove 60 miles per hour * 2 hours = <<60*2=120>>120 miles. 
So in total, the family drove 165 + 120 = <<165+120=285>>285 miles to reach their cabin.
#### 285"
"A train travels at a constant speed of 75 miles per hour. It takes 2 hours for the train to travel from the city to the countryside. On the way back, the train's speed is reduced by 15 miles per hour due to track maintenance. How much longer does it take for the train to return from the countryside to the city?","The train travels 75 miles per hour for 2 hours from the city to the countryside, covering a distance of 75 * 2 = <<75*2=150>>150 miles.
On the way back, the train's speed is reduced to 75 - 15 = <<75-15=60>>60 miles per hour.
To travel 150 miles at 60 miles per hour, it takes 150 / 60 = <<round(150/60)=3>>3 hours.
The return trip takes 3 - 2 = <<3-2=1>>1 hour longer than the initial trip from the city to the countryside.
#### 1"
"A delivery truck averages 40 miles per hour and makes deliveries for 6 hours per day. The truck then returns to the warehouse at an average speed of 60 miles per hour. If the truck driver spends 30 minutes at each delivery location and makes 4 deliveries per day, how many hours does the truck driver spend driving in total for the day?","The truck travels at 40 miles per hour for 6 hours, covering 40 * 6 = <<40*6=240>>240 miles for deliveries.
The truck spends 4 * 30 = <<4*30=120>>120 minutes, or 120 / 60 = <<120/60=2>>2 hours, at delivery locations.
To return to the warehouse, the truck travels 240 miles at 60 miles per hour, taking 240 / 60 = <<240/60=4>>4 hours.
In total, the truck driver spends 6 + 2 + 4 = <<6+2+4=12>>12 hours driving for the day.
#### 12"
"A toy car travels 8 inches per second. Emily rolls the toy car across a table that is 5 feet long. She then rolls the car back across the table to its starting point. If Emily repeats this back-and-forth process 3 times, how many seconds will the toy car spend rolling?","The table is 5 feet long, which is 5 * 12 = <<5*12=60>>60 inches.
The toy car travels 60 inches across the table, then 60 inches back. This is a total of 60 * 2 = <<60*2=120>>120 inches for one back-and-forth trip.
Emily repeats this process 3 times, so the total distance the car travels is 120 * 3 = <<120*3=360>>360 inches.
The car travels at 8 inches per second, so the time taken is 360 / 8 = <<360/8=45>>45 seconds.
#### 45"
"A factory produces widgets at a rate of 500 per hour. It takes 30 minutes to set up the machines and 15 minutes to perform quality control checks on a batch of widgets. If the factory operates for 8 hours a day, how many widgets can be produced in a 5-day work week?","The factory operates for 8 hours per day, but 30 minutes are spent on setup and 15 minutes on quality control.
This leaves 8 hours - (30 minutes + 15 minutes) = 7 hours and 15 minutes, or 7.25 hours, for actual widget production per day.
In 7.25 hours, the factory can produce 500 widgets per hour * 7.25 hours = <<500*7.25=3625>>3625 widgets per day.
Over a 5-day work week, the factory can produce 3625 widgets per day * 5 days = <<3625*5=18125>>18125 widgets.
#### 18125"
A ferry travels at a speed of 15 miles per hour for 3 hours before increasing its speed to 20 miles per hour for another 2 hours. A cargo ship travels at a constant speed of 12 miles per hour for 6 hours. How many more miles did the ferry travel compared to the cargo ship?,"The ferry traveled at 15 miles per hour for 3 hours, covering 15 * 3 = <<15*3=45>>45 miles.
It then traveled at 20 miles per hour for 2 hours, covering an additional 20 * 2 = <<20*2=40>>40 miles.
In total, the ferry traveled 45 + 40 = <<45+40=85>>85 miles.
The cargo ship traveled at 12 miles per hour for 6 hours, covering 12 * 6 = <<12*6=72>>72 miles.
Therefore, the ferry traveled 85 - 72 = <<85-72=13>>13 miles more than the cargo ship.
#### 13"
"A factory produces 120 cars per day. Each car requires 4 hours of assembly time. The factory operates for 10 hours per day during weekdays, and 6 hours per day on weekends. How many more hours of assembly time are needed to produce the same number of cars over a 7-day week compared to a 5-day workweek?","In a 5-day workweek, the factory operates for 10 hours * 5 days = <<10*5=50>>50 hours.
In this time, they can assemble 50 hours / 4 hours per car = <<50/4=12.5>>13 cars per day.
Over 5 days, they assemble 13 cars * 5 days = <<13*5=65>>65 cars, requiring 65 cars * 4 hours = <<65*4=260>>260 hours of assembly time.

In a 7-day week, the factory operates for (10 hours * 5 weekdays) + (6 hours * 2 weekend days) = <<10*5+6*2=62>>62 hours.
To produce 120 cars in a 7-day week, it would take 120 cars * 4 hours = <<120*4=480>>480 hours of assembly time.

Therefore, to produce the same 120 cars, it would require 480 hours - 260 hours = <<480-260=220>>220 more hours of assembly time in a 7-day week compared to a 5-day workweek.
#### 220"
"A factory produces widgets at a rate of 120 per hour. If the factory operates for 8 hours per day, and a competing factory produces widgets at a rate of 100 per hour for 9 hours per day, how many more widgets will the first factory produce in a 5-day work week?","The first factory produces 120 widgets per hour * 8 hours per day = <<120*8=960>>960 widgets per day.
In a 5-day work week, the first factory will produce 960 widgets per day * 5 days = <<960*5=4800>>4800 widgets.
The competing factory produces 100 widgets per hour * 9 hours per day = <<100*9=900>>900 widgets per day.
In a 5-day work week, the competing factory will produce 900 widgets per day * 5 days = <<900*5=4500>>4500 widgets.
Therefore, the first factory will produce 4800 - 4500 = <<4800-4500=300>>300 more widgets than the competing factory in a 5-day work week.
#### 300"
"A baker needs to make 120 cookies for an event. It takes her 5 minutes to mix the dough for a batch of 24 cookies, 10 minutes to shape the cookies, and 12 minutes to bake them. She can only bake one batch at a time. How long will it take her to make all 120 cookies?","The baker needs to make 120 cookies total. Since she can make 24 cookies per batch, she will need to make 120 / 24 = <<120/24=5>>5 batches.
For each batch, it takes:
- 5 minutes to mix
- 10 minutes to shape 
- 12 minutes to bake
So for one batch, it takes 5 + 10 + 12 = <<5+10+12=27>>27 minutes.
Since she needs to make 5 batches, it will take her 5 * 27 = <<5*27=135>>135 minutes, or 135 / 60 = <<135/60=2.25>>2 hours and 15 minutes.
#### 135"
